"invoicenumber","servicedate","financialperiod","custid","custname","siteid","sitename","addr1","addr2","city","postcode","wastetype","descr","wastedescription","ewccode","disposalmode","disposalmodedesc","qty","kgs","tonnes","costs"
"0001175205","12/8/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HS","770 L Bin","INFECTIOUS HEALTHCARE SHARPS - INCINERATE","18 01 03 / 18 01 09","D10","Incineration Tonnes","1","63.10 ","0.063 ","£35.35"
"0001175205","12/8/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","36.61 ","0.037 ","£25.20"
"0001175205","12/11/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001175205","12/11/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001175205","12/11/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","4","117.80 ","0.118 ","£62.60"
"0001175205","12/11/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","26.20 ","0.026 ","£25.20"
"0001175205","12/13/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001175205","12/13/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001175205","12/13/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","2","88.60 ","0.089 ","£31.30"
"0001175205","12/13/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","23.60 ","0.024 ","£25.20"
"0001175205","12/15/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001175205","12/15/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001175205","12/15/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","1","60.00 ","0.060 ","£15.65"
"0001175205","12/15/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","2","90.00 ","0.090 ","£50.40"
"0001175205","12/18/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001175205","12/18/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001175205","12/18/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","2","29.50 ","0.029 ","£31.30"
"0001175205","12/18/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","32.60 ","0.033 ","£25.20"
"0001175205","12/20/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001175205","12/20/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001175205","12/20/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","3","107.60 ","0.108 ","£46.95"
"0001175205","12/20/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","2","78.00 ","0.078 ","£50.40"
"0001175205","12/22/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001175205","12/22/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001175205","12/22/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","1","37.00 ","0.037 ","£15.65"
"0001175205","12/22/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","26.00 ","0.026 ","£25.20"
"0001175205","12/27/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001175205","12/27/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001175205","12/27/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","3","125.40 ","0.125 ","£46.95"
"0001175205","12/27/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","36.00 ","0.036 ","£25.20"
"0001175205","12/29/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001175205","12/29/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001175205","12/29/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","1","60.00 ","0.060 ","£15.65"
"0001175205","12/29/2017 0:00","201712","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","45.00 ","0.045 ","£25.20"
"0001185105","1/3/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001185105","1/3/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001185105","1/3/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","3","121.20 ","0.121 ","£46.95"
"0001185105","1/3/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","2","84.00 ","0.084 ","£50.40"
"0001185105","1/5/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001185105","1/5/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001185105","1/5/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","1","42.20 ","0.042 ","£15.65"
"0001185105","1/5/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","50.40 ","0.050 ","£25.20"
"0001185105","1/8/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001185105","1/8/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001185105","1/8/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","2","81.60 ","0.082 ","£31.30"
"0001185105","1/8/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","33.20 ","0.033 ","£25.20"
"0001185105","1/10/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001185105","1/10/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001185105","1/10/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","2","73.80 ","0.074 ","£31.30"
"0001185105","1/10/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HS","770 L Bin","INFECTIOUS HEALTHCARE SHARPS - INCINERATE","18 01 03 / 18 01 09","D10","Incineration Tonnes","1","55.00 ","0.055 ","£35.35"
"0001185105","1/10/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","34.40 ","0.034 ","£25.20"
"0001185105","1/13/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001185105","1/13/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001185105","1/13/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","3","119.30 ","0.119 ","£46.95"
"0001185105","1/13/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","36.40 ","0.036 ","£25.20"
"0001185105","1/15/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001185105","1/15/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001185105","1/15/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","1","31.50 ","0.032 ","£15.65"
"0001185105","1/15/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","38.00 ","0.038 ","£25.20"
"0001185105","1/17/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001185105","1/17/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001185105","1/17/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","2","120.00 ","0.120 ","£31.30"
"0001185105","1/17/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HP","770 L Bin","NON-HAZ HEALTHCARE MEDICINES TO INCINERATE","18 01 09","D10","Incineration Tonnes","1","90.60 ","0.091 ","£35.35"
"0001185105","1/17/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","2","79.60 ","0.080 ","£50.40"
"0001185105","1/19/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","1","47.20 ","0.047 ","£15.65"
"0001185105","1/22/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001185105","1/22/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001185105","1/22/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","2","82.40 ","0.082 ","£31.30"
"0001185105","1/22/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","2","74.80 ","0.075 ","£50.40"
"0001185105","1/24/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001185105","1/24/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001185105","1/24/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","1","43.80 ","0.044 ","£15.65"
"0001185105","1/24/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","37.20 ","0.037 ","£25.20"
"0001185105","1/26/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001185105","1/26/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001185105","1/26/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","2","78.00 ","0.078 ","£31.30"
"0001185105","1/26/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","34.40 ","0.034 ","£25.20"
"0001185105","1/29/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001185105","1/29/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001185105","1/29/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","2","120.00 ","0.120 ","£31.30"
"0001185105","1/29/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","45.00 ","0.045 ","£25.20"
"0001185105","1/31/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001185105","1/31/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001185105","1/31/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","1","35.00 ","0.035 ","£15.65"
"0001185105","1/31/2018 0:00","201801","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","2","61.00 ","0.061 ","£50.40"
"0001195042","2/2/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001195042","2/2/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001195042","2/2/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","1","44.10 ","0.044 ","£15.65"
"0001195042","2/2/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HS","770 L Bin","INFECTIOUS HEALTHCARE SHARPS - INCINERATE","18 01 03 / 18 01 09","D10","Incineration Tonnes","1","61.10 ","0.061 ","£35.35"
"0001195042","2/5/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001195042","2/5/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001195042","2/5/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","2","120.00 ","0.120 ","£31.30"
"0001195042","2/5/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","45.00 ","0.045 ","£25.20"
"0001195042","2/7/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001195042","2/7/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001195042","2/7/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","2","94.00 ","0.094 ","£31.30"
"0001195042","2/7/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","40.80 ","0.041 ","£25.20"
"0001195042","2/9/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001195042","2/9/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001195042","2/9/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","1","38.50 ","0.038 ","£15.65"
"0001195042","2/9/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","42.00 ","0.042 ","£25.20"
"0001195042","2/12/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001195042","2/12/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001195042","2/12/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","1","51.60 ","0.052 ","£15.65"
"0001195042","2/12/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","2","61.00 ","0.061 ","£50.40"
"0001195042","2/14/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001195042","2/14/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001195042","2/14/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","2","41.40 ","0.041 ","£31.30"
